Plant_ID,2022_red,2022_yellow,2022_venation,2022_colour,2021_red,2021_yellow,2021_venation,2021_colour,2020_red,2020_yellow,2020_venation,2020_colour,2019_red,2019_yellow,2019_venation,2019_colour,2018_red,2018_yellow,2018_venation,2018_colour,2017_red,2017_yellow,2017_venation,2017_colour,2016_red,2016_yellow,2016_venation,2016_colour,2015_red,2015_yellow,2015_venation,2015_colour
pb3356,,,,,2.5,1.5,3.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb3357,,,,,3,0.5,2.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3363,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3368,,,,,1.5,3,1,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb3370,,,,,0.5,1,2,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3373,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3378,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3382,,,,,1.5,2.5,3,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb3386,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3388,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3391,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3393,,,,,0.5,2,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3400,,,,,0.5,2,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3403,,,,,0.5,1,2.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3405,,,,,2,2,2.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb3407,,,,,3,1.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3408,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb3410,,,,,3,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3411,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3412,,,,,0.5,1,1,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb3415,,,,,0.5,1,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3417,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3424,,,,,1,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3425,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3426,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3430,,,,,1,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3432,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3434,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3489,,,,,4,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3490,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3497,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3675,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3677,,,,,1,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3824,,,,,0.5,3,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3826,,,,,0.5,2.5,0.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3827,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3828,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3829,,,,,0.5,1,2.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3834,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3836,,,,,2.5,1,1,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb3837,,,,,3,2.5,1.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb3839,,,,,3,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3845,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3850,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3882,,,,,3,1.5,,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3885,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3886,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3887,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3888,,,,,2,2.5,3.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb3889,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3890,,,,,2,2,3.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb3891,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3892,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3893,,,,,3,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3894,,,,,1.5,0.5,3,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb3896,,,,,0.5,0.5,3,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3897,,,,,0.5,2,3.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3898,,,,,0.5,2,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3899,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4084,,,,,1.5,1,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4099,,,,,1,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4102,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4104,,,,,0.5,0.5,2.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb4108,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4113,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4116,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4119,,,,,3.5,2,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4144,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4169,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4170,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4180,,,,,2,0.5,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4214,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb4285,1.5,1,2.5,WR,2,1,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb4289,,,,,3.5,1.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4290,,,,,0.5,2,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4292,,,,,0.5,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4293,,,,,1,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4294,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4295,,,,,3,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4296,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4297,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4298,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4299,,,,,0.5,2,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4300,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4301,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4303,,,,,2,2.5,3.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb4306,,,,,2.5,1,3.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4308,,,,,3,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4310,,,,,0.5,1,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb4311,,,,,2.5,1,3,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4313,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4314,,,,,3,2.5,3.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4315,,,,,2,1,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4316,,,,,2,1,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4318,,,,,2.5,1,3.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4319,,,,,2.5,1,3,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4323,,,,,0.5,1,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb4324,,,,,3.5,1.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4329,0.5,1.5,2.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb4330,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4331,,,,,0.5,2,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4561,,,,,0.5,2,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4562,,,,,3,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4563,,,,,0.5,1,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb4564,,,,,0.5,2.5,3.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4565,,,,,1.5,1.5,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4566,,,,,2,2.5,2,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb4567,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4568,,,,,0.5,1.5,1,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb4569,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb4570,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4572,,,,,3.5,1.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4574,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4574,,,,,1,1,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb4575,,,,,3,2.5,3.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4576,,,,,1.5,2.5,2,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb4578,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4579,,,,,3.5,2,3.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4580,,,,,0.5,0.5,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb4593,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4701,,,,,3,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4702,,,,,3,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4703,,,,,3,1,1.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4704,,,,,0.5,3,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb4707,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4714,,,,,3,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4715,,,,,3,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4716,,,,,0.5,2.5,0.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4717,,,,,2,1,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4718,,,,,1.5,1,1.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4841,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4842,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4843,,,,,0.5,0.5,2.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb4844,,,,,3.5,2.5,3.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4845,,,,,2,0.5,1.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4847,,,,,4.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4848,,,,,3.5,2.5,3.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4850,,,,,2.5,0.5,1.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4857,,,,,3,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4858,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4859,,,,,1.5,1,3,WR,,,,,,,,,,,,,,,,,,,,,,,,
S1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S5237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2,1.5,WO
T0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0.5,3,FR
V0574,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,FR,,,,
x3318,,,,,,,,,,,,,,,,,3.5,1.5,3.5,FR,,,,,,,,,,,,
x3327,,,,,,,,,,,,,,,,,3.5,1.5,3,FR,,,,,,,,,,,,
x3333,,,,,,,,,,,,,,,,,3.5,1,3,FR,,,,,,,,,,,,
x3394,,,,,,,,,,,,,,,,,3.5,1.5,3,FR,,,,,,,,,,,,
x4101,,,,,,,,,,,,,,,,,4,1,3,FR,,,,,,,,,,,,
x4102,,,,,,,,,,,,,,,,,4,1,4,FR,,,,,,,,,,,,
x4116,,,,,,,,,,,,,,,,,3,1,3.5,FR,,,,,,,,,,,,
x4128,,,,,,,,,,,,,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,
x4129,,,,,,,,,,,,,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,
x4134,,,,,,,,,,,,,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,
x4137,,,,,,,,,,,,,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,
x4140,,,,,,,,,,,,,,,,,0.5,2.5,3.5,Ye,,,,,,,,,,,,
x4148,,,,,,,,,,,,,,,,,0.5,2.5,0.5,Ye,,,,,,,,,,,,
x4149,,,,,,,,,,,,,,,,,0.5,2.5,0.5,Ye,,,,,,,,,,,,
x4150,,,,,,,,,,,,,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,
x4153,,,,,,,,,,,,,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,
x4155,,,,,,,,,,,,,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,
x4158,,,,,,,,,,,,,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,
x4159,,,,,,,,,,,,,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,
x4161,,,,,,,,,,,,,,,,,3.5,1,3,FR,,,,,,,,,,,,
x4178,,,,,,,,,,,,,,,,,4,1,3,FR,,,,,,,,,,,,
x4359,,,,,,,,,,,,,,,,,4,1,3,FR,,,,,,,,,,,,
x4392,,,,,,,,,,,,,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,
x4429,,,,,,,,,,,,,,,,,3.5,1,3.5,FR,,,,,,,,,,,,
x4459,,,,,,,,,,,,,,,,,4,1,3,FR,,,,,,,,,,,,
x4463,,,,,,,,,,,,,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,
x4477,,,,,,,,,,,,,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,
x4491,,,,,,,,,,,,,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,
x4570,,,,,,,,,,,,,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,
x4579,,,,,,,,,,,,,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,
x4580,,,,,,,,,,,,,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,
x4585,,,,,,,,,,,,,,,,,3.5,1,3.5,FR,,,,,,,,,,,,
x4593,,,,,,,,,,,,,,,,,4,1,3,FR,,,,,,,,,,,,
x4608,,,,,,,,,,,,,,,,,3.5,1,4,FR,,,,,,,,,,,,
x4624,,,,,,,,,,,,,,,,,3.5,1,3,FR,,,,,,,,,,,,
x4786,,,,,,,,,,,,,,,,,3,1.5,3.5,FR,,,,,,,,,,,,
x4837,,,,,,,,,,,,,,,,,3,1,3,FR,,,,,,,,,,,,
x4867,,,,,,,,,,,,,,,,,3.5,1.5,3,FR,,,,,,,,,,,,
y1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2016,,,,,2,0.5,1.5,WR,,,,,,,,,3,1,0.5,FR,,,,,,,,,,,,
y208,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
z0035,,,,,,,,,,,,,2,1,2,WR,,,,,,,,,,,,,,,,
z0040,,,,,1.5,2.5,2,WO,,,,,2,2.5,2,WO,,,,,,,,,,,,,,,,
z0047,,,,,,,,,,,,,3,1,3,FR,,,,,,,,,,,,,,,,
z0050,,,,,,,,,,,,,1.5,1,2,WR,,,,,,,,,,,,,,,,
z0147,,,,,,,,,,,,,1,2.5,2.5,Ye,,,,,,,,,,,,,,,,
z0156,,,,,,,,,,,,,1.5,3,4,WO,,,,,,,,,,,,,,,,
z0169,,,,,,,,,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,
z0191,,,,,0.5,1,1,Wh,,,,,0.5,1.5,1,Wh,,,,,,,,,,,,,,,,
z0204,,,,,,,,,,,,,2,1,3.5,WR,,,,,,,,,,,,,,,,
z0219,,,,,0.5,1,1.5,Wh,,,,,2,2,2,WO,,,,,,,,,,,,,,,,
z0347,,,,,,,,,,,,,0.5,2,1,Ye,,,,,,,,,,,,,,,,
z0403,,,,,,,,,,,,,1,2.5,2,Ye,,,,,,,,,,,,,,,,
z0455,,,,,1.5,2.5,3.5,WO,,,,,1.5,2.5,2.5,WO,,,,,,,,,,,,,,,,
z0464,,,,,1.5,2,3,WO,,,,,1,2.5,3.5,Ye,,,,,,,,,,,,,,,,
z0466,,,,,3.5,2.5,3,FO,,,,,3.5,2.5,4,FO,,,,,,,,,,,,,,,,
z0474,,,,,3.5,1,3.5,FR,,,,,3,1.5,4,FR,,,,,,,,,,,,,,,,
z0491,,,,,1.5,2.5,3,WO,,,,,1,3,3.5,Ye,,,,,,,,,,,,,,,,
z0511,,,,,4,2.5,3.5,FO,,,,,3.5,2.5,2.5,FO,,,,,,,,,,,,,,,,
z0550,,,,,,,,,,,,,3.5,2.5,4,FO,,,,,,,,,,,,,,,,
z0572,,,,,3,2.5,3.5,FO,,,,,2,2,2,WO,,,,,,,,,,,,,,,,
z0573,,,,,3.5,1.5,4,FR,,,,,4,2,3.5,FO,,,,,,,,,,,,,,,,
z0576,,,,,,,,,,,,,2,1.5,3.5,WR,,,,,,,,,,,,,,,,
z0704,,,,,,,,,,,,,3.5,1,4,FR,,,,,,,,,,,,,,,,
z0713,,,,,,,,,,,,,4,1,2.5,FR,,,,,,,,,,,,,,,,
z0715,,,,,,,,,,,,,3,2,3.5,FO,,,,,,,,,,,,,,,,
z0837,,,,,,,,,,,,,4,1,2,FR,,,,,,,,,,,,,,,,
z0847,,,,,,,,,,,,,0.5,3,2.5,Ye,,,,,,,,,,,,,,,,
z0852,,,,,,,,,,,,,0.5,3,2,Ye,,,,,,,,,,,,,,,,
z0854,,,,,,,,,,,,,0.5,3,0.5,Ye,,,,,,,,,,,,,,,,
z1062,,,,,0.5,2.5,2.5,Ye,,,,,3.5,1.5,3,FR,,,,,,,,,,,,,,,,
z1066,,,,,0.5,2.5,2.5,Ye,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,
z1071,,,,,1.5,1.5,2.5,WR,,,,,2,2,2.5,WO,,,,,,,,,,,,,,,,
z1079,,,,,3,1,3.5,FR,,,,,3,1,3,FR,,,,,,,,,,,,,,,,
z1259,,,,,,,,,,,,,1.5,1.5,1,WR,,,,,,,,,,,,,,,,
z1403,,,,,,,,,,,,,1,2,3.5,Ye,,,,,,,,,,,,,,,,
z1441,,,,,,,,,,,,,2.5,1.5,3,WR,,,,,,,,,,,,,,,,
z1621,,,,,1.5,2.5,4,WO,,,,,1.5,3,2,WO,,,,,,,,,,,,,,,,
z1765,,,,,,,,,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,
z1778,,,,,,,,,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,
z1802,,,,,,,,,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,
z1970,,,,,,,,,,,,,0.5,2,1.5,Ye,,,,,,,,,,,,,,,,
z2008,,,,,,,,,,,,,0.5,3,0.5,Ye,,,,,,,,,,,,,,,,
z2018,,,,,,,,,,,,,0.5,3,2.5,Ye,,,,,,,,,,,,,,,,
z2020,,,,,,,,,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,
z2046,,,,,,,,,,,,,4,1.5,3.5,FR,,,,,,,,,,,,,,,,
z2100,,,,,,,,,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,
z2108,,,,,,,,,,,,,4,1.5,3,FR,,,,,,,,,,,,,,,,
z2281,,,,,,,,,,,,,4,1.5,3,FR,,,,,,,,,,,,,,,,
z2283,,,,,,,,,,,,,3.5,1.5,3,FR,,,,,,,,,,,,,,,,
z2286,,,,,,,,,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,
z2287,,,,,,,,,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,
z2290,,,,,,,,,,,,,4,1.5,3.5,FR,,,,,,,,,,,,,,,,
z2292,,,,,,,,,,,,,4,1.5,2.5,FR,,,,,,,,,,,,,,,,
z2293,,,,,,,,,,,,,4,1,3,FR,,,,,,,,,,,,,,,,
z2294,,,,,,,,,,,,,3,1.5,3.5,FR,,,,,,,,,,,,,,,,
z2295,,,,,,,,,,,,,4,1,3,FR,,,,,,,,,,,,,,,,
z2296,,,,,,,,,,,,,3.5,1.5,3,FR,,,,,,,,,,,,,,,,
z2298,,,,,,,,,,,,,4,1.5,4,FR,,,,,,,,,,,,,,,,
z2300,,,,,,,,,,,,,4,1,3,FR,,,,,,,,,,,,,,,,
z2706,,,,,,,,,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,
z2711,,,,,,,,,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,
z2983,,,,,2.5,1.5,1.5,WR,,,,,1.5,2,2.5,WO,,,,,,,,,,,,,,,,
z3021,,,,,,,,,,,,,1.5,1,1,WR,,,,,,,,,,,,,,,,
z3257,,,,,,,,,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,
z3891,,,,,,,,,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,
z3987,,,,,,,,,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,
z4584,,,,,3.5,2.5,3,FO,,,,,2,2,3,WO,,,,,,,,,,,,,,,,
z4710,,,,,,,,,,,,,4.5,1.5,3,FR,,,,,,,,,,,,,,,,
z4712,,,,,,,,,,,,,4,1.5,3.5,FR,,,,,,,,,,,,,,,,
z4758,,,,,,,,,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,
z4783,,,,,,,,,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,
z4793,,,,,,,,,,,,,0.5,3,2.5,Ye,,,,,,,,,,,,,,,,
z4797,,,,,,,,,,,,,0.5,1.5,1,Wh,,,,,,,,,,,,,,,,
z5444,,,,,,,,,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,
z5451,,,,,,,,,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,
